"Name","SpIndex","AcceptedName","Species","Genus","Family","Order","Group","GrowthForm","LifeForm","LeafShape","LeafSize","PhenologyType","DispersalType","Hmed","Hmax","Dmax","Z50","Z95","fHDmin","fHDmax","a_ash","b_ash","a_bsh","b_bsh","a_btsh","b_btsh","cr","BTsh","a_fbt","b_fbt","c_fbt","a_cr","b_1cr","b_2cr","b_3cr","c_1cr","c_2cr","a_cw","b_cw","a_bt","b_bt","LeafDuration","t0gdd","Sgdd","Tbgdd","Ssen","Phsen","Tbsen","xsen","ysen","SLA","LeafDensity","WoodDensity","FineRootDensity","conduit2sapwood","r635","pDead","Al2As","Ar2Al","LeafWidth","SRL","RLD","maxFMC","minFMC","LeafPI0","LeafEPS","LeafAF","StemPI0","StemEPS","StemAF","SAV","HeatContent","LigninPercent","LeafAngle","LeafAngleSD","ClumpingIndex","gammaSWR","alphaSWR","kPAR","g","Tmax_LAI","Tmax_LAIsq","Psi_Extract","Exp_Extract","WUE","WUE_par","WUE_co2","WUE_vpd","Gswmin","Gswmax","Gsw_AC_slope","Gs_Toptim","Gs_Tsens","Gs_P50","Gs_slope","VCleaf_kmax","VCleaf_P12","VCleaf_P50","VCleaf_P88","VCleaf_slope","Kmax_stemxylem","VCstem_P12","VCstem_P50","VCstem_P88","VCstem_slope","Kmax_rootxylem","VCroot_P12","VCroot_P50","VCroot_P88","VCroot_slope","Vmax298","Jmax298","Nleaf","Nsapwood","Nfineroot","WoodC","RERleaf","RERsapwood","RERfineroot","CCleaf","CCsapwood","CCfineroot","RGRleafmax","RGRsapwoodmax","RGRcambiummax","RGRfinerootmax","SRsapwood","SRfineroot","RSSG","MortalityBaselineRate","SurvivalModelStep","SurvivalB0","SurvivalB1","SeedProductionHeight","SeedProductionDiameter","SeedMass","SeedLongevity","DispersalDistance","DispersalShape","ProbRecr","MinTempRecr","MinMoistureRecr","MinFPARRecr","RecrTreeDBH","RecrTreeHeight","RecrShrubHeight","RecrTreeDensity","RecrShrubCover","RecrZ50","RecrZ95","RespFire","RespDist","RespClip","IngrowthTreeDensity","IngrowthTreeDBH"
"Soldanella",3282,"Soldanella",NA,"Soldanella","Primulaceae","Ericales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","auto",6,25,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8643603291768,NA,0.223753772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6981946,NA,NA,0.45322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Soldanella alpina",3283,"Soldanella alpina","Soldanella alpina","Soldanella","Primulaceae","Ericales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","auto",8.25,15,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3700000003597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6981946,NA,NA,0.45322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solidago",3284,"Solidago",NA,"Solidago","Asteraceae","Asterales","Angiosperm","Herb","Cryptophyte","Broad","Medium","winter-deciduous","auto",68,250,NA,NA,3352.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208949771689498,NA,NA,NA,NA,NA,NA,NA,NA,16.51,0.43732969,0.3638,NA,NA,NA,NA,NA,NA,0.5,3676.694215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13490.97328,NA,39.1666666666667,9.71119414215712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.97222222,135,17.6231037521363,NA,11.61818385,0.44872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solidago canadensis",3285,"Solidago canadensis","Solidago canadensis","Solidago","Asteraceae","Asterales","Angiosperm","Herb","Cryptophyte","Broad","Medium","winter-deciduous","auto",81,250,NA,NA,3352.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.06,0.553686934023286,0.322998430141287,NA,NA,NA,NA,NA,NA,1.2,1218.5117313353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4515515565872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solidago gigantea",3286,"Solidago gigantea","Solidago gigantea","Solidago","Asteraceae","Asterales","Angiosperm","Herb","Cryptophyte","Broad","Medium","oneflush-evergreen","vertebrate",82,250,NA,NA,406.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.567970205,0.45,0.256688476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solidago virgaurea",3287,"Solidago virgaurea","Solidago virgaurea","Solidago","Asteraceae","Asterales","Angiosperm","Herb","Cryptophyte","Broad","Medium","drought-semideciduous","auto",19,100,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.139808917,NA,0.310294117647059,NA,NA,NA,NA,NA,NA,NA,522.90265636832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA,NA,0.44872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.519,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solidago virgaurea subsp. virgaurea",3288,"Solidago virgaurea  subsp. virgaurea","Solidago virgaurea","Solidago","Asteraceae","Asterales","Angiosperm","Herb","Cryptophyte","Broad","Medium","drought-semideciduous","auto",19,100,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus",3289,"Sonchus",NA,"Sonchus","Asteraceae","Asterales","Angiosperm","Herb","Cryptophyte","Broad","Medium","oneflush-evergreen","auto",45,300,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,38.036788512,0.117482029103762,0.1575218925,NA,NA,NA,NA,NA,NA,3,7400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321234081556304,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus arvensis",3290,"Sonchus arvensis","Sonchus arvensis","Sonchus","Asteraceae","Asterales","Angiosperm","Herb","Cryptophyte","Broad","Large","drought-semideciduous","auto",125,150,NA,NA,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,NA,0.158401418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus asper",3291,"Sonchus asper","Sonchus asper","Sonchus","Asteraceae","Asterales","Angiosperm","Herb","Cryptophyte","Broad","Large","oneflush-evergreen","vertebrate",39.5,220,NA,NA,719.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.157520234,0.1216669015,0.156642367,NA,NA,NA,NA,NA,NA,7,22321.80487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283862385321101,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus asper subsp. asper",3292,"Sonchus asper subsp. asper","Sonchus asper","Sonchus","Asteraceae","Asterales","Angiosperm","Herb","Cryptophyte","Broad","Large","oneflush-evergreen","vertebrate",39.5,220,NA,NA,719.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus oleraceus",3293,"Sonchus oleraceus","Sonchus oleraceus","Sonchus","Asteraceae","Asterales","Angiosperm","Herb","Therophyte","Broad","Large","oneflush-evergreen","vertebrate",85,180,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1,0.117482029103762,0.156073017,NA,NA,NA,NA,NA,NA,9,7070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorbaria",3294,"Sorbaria",NA,"Sorbaria","Rosaceae","Rosales","Angiosperm","Shrub","Phanerophyte","Broad","Large","winter-deciduous","vertebrate",200,600,NA,NA,2498.4578867651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,39.3840201364451,NA,0.5242619535,NA,NA,NA,NA,17122.5937183384,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027128997,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.70984127,117.50832611,28.55644785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorbaria sorbifolia",3295,"Sorbaria sorbifolia","Sorbaria sorbifolia","Sorbaria","Rosaceae","Rosales","Angiosperm","Shrub","Phanerophyte","Broad","Large","winter-deciduous","vertebrate",150,200,NA,NA,2498.4578867651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,39.3840201364451,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.70984127,117.50832611,28.5128956995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775,NA,NA,NA,NA,NA,NA,0.599989907407407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorbaria tomentosa",3296,"Sorbaria tomentosa","Sorbaria tomentosa","Sorbaria","Rosaceae","Rosales","Angiosperm","Shrub","Phanerophyte","Broad","Large","winter-deciduous","vertebrate",600,600,NA,NA,2498.4578867651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorbus",3297,"Sorbus",NA,"Sorbus","Rosaceae","Rosales","Angiosperm","Tree","Phanerophyte","Broad","Large","winter-deciduous","vertebrate",800,2700,35.318995,NA,873.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.465416666666667,NA,NA,NA,NA,NA,NA,NA,NA,13.223826715,0.367549578049713,0.62853,NA,0.79,NA,NA,3338.97029,NA,4,3332.432737,NA,320.95,166.85,NA,NA,NA,NA,NA,NA,NA,NA,10.7736375254878,34.651,19.4966580172453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.97,-2.65,-4.19,-5.3885104745,19.783881425,NA,NA,NA,NA,NA,39.422700705,113.6348243,25.2,NA,12.09933003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8065,NA,NA,NA,NA,NA,10.6096920856465,3.5058,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorbus aria",3298,"Sorbus aria","Sorbus aria","Sorbus","Rosaceae","Rosales","Angiosperm","Tree","Phanerophyte","Broad","Large","winter-deciduous","vertebrate",800,2700,NA,NA,873.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorbus aucuparia subsp. aucuparia",3299,"Sorbus aucuparia","Sorbus aucuparia","Sorbus","Rosaceae","Rosales","Angiosperm","Tree","Phanerophyte","Broad","Large","winter-deciduous","vertebrate",900,2700,40,NA,711.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03878,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,12.949489051,0.352238769109593,0.62853,NA,0.79,NA,NA,NA,NA,2,544.981818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7736375254878,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65,-4.19,-5.3885104745,19.783881425,NA,NA,NA,NA,NA,NA,NA,23.227078503237,NA,10.498660058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8555,NA,NA,NA,NA,NA,9.22219387755102,3.5116,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorbus aucuparia subsp. praemorsa",3300,"Sorbus aucuparia  subsp. praemorsa","Sorbus aucuparia","Sorbus","Rosaceae","Rosales","Angiosperm","Tree","Phanerophyte","Broad","Large","winter-deciduous","vertebrate",900,2700,NA,NA,711.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorbus chamaemespilus",3301,"Sorbus chamaemespilus","Sorbus chamaemespilus","Sorbus","Rosaceae","Rosales","Angiosperm","Tree","Phanerophyte","Broad","Large","winter-deciduous","vertebrate",800,2700,NA,NA,873.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorbus domestica",3302,"Sorbus domestica","Sorbus domestica","Sorbus","Rosaceae","Rosales","Angiosperm","Tree","Phanerophyte","Broad","Large","winter-deciduous","vertebrate",800,2700,NA,NA,873.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorbus intermedia",3303,"Sorbus intermedia","Sorbus intermedia","Sorbus","Rosaceae","Rosales","Angiosperm","Tree","Phanerophyte","Broad","Large","winter-deciduous","vertebrate",800,2700,NA,NA,873.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorbus latifolia",3304,"Sorbus latifolia","Sorbus latifolia","Sorbus","Rosaceae","Rosales","Angiosperm","Tree","Phanerophyte","Broad","Large","oneflush-evergreen","auto",1750,2000,NA,NA,873.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorbus legrei",3305,"Hedlundia legrei","Hedlundia legrei","Hedlundia","Rosaceae","Rosales","Angiosperm","Tree","Phanerophyte","Broad","Large","winter-deciduous","vertebrate",300,2000,NA,NA,2498.4578867651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
